,Year,Period,labor force,employment,unemployment,unemployment rate,County
39,2016,Apr,7198,6657,541,7.5,"Mariposa County, CA"
40,2016,May,7467,7006,461,6.2,"Mariposa County, CA"
41,2016,Jun,8042,7569,473,5.9,"Mariposa County, CA"
42,2016,Jul,8194,7719,475,5.8,"Mariposa County, CA"
43,2016,Aug,8090,7642,448,5.5,"Mariposa County, CA"
44,2016,Sep,7934,7518,416,5.2,"Mariposa County, CA"
45,2016,Oct,7582,7151,431,5.7,"Mariposa County, CA"
46,2016,Nov,7302,6833,469,6.4,"Mariposa County, CA"
47,2016,Dec,7206,6672,534,7.4,"Mariposa County, CA"
48,2017,Jan,6981,6383,598,8.6,"Mariposa County, CA"
49,2017,Feb,7060,6450,610,8.6,"Mariposa County, CA"
50,2017,Mar,7122,6567,555,7.8,"Mariposa County, CA"
51,2017,Apr,7422,6961,461,6.2,"Mariposa County, CA"
52,2017,May,7734,7332,402,5.2,"Mariposa County, CA"
53,2017,Jun,8156,7748,408,5.0,"Mariposa County, CA"
54,2017,Jul,8344,7935,409,4.9,"Mariposa County, CA"
55,2017,Aug,8306,7909,397,4.8,"Mariposa County, CA"
56,2017,Sep,8156,7812,344,4.2,"Mariposa County, CA"
57,2017,Oct,7897,7536,361,4.6,"Mariposa County, CA"
58,2017,Nov,7399,7003,396,5.4,"Mariposa County, CA"
59,2017,Dec,7259,6802,457,6.3,"Mariposa County, CA"
60,2018,Jan,7322,6819,503,6.9,"Mariposa County, CA"
61,2018,Feb,7355,6815,540,7.3,"Mariposa County, CA"
62,2018,Mar,7419,6908,511,6.9,"Mariposa County, CA"
63,2018,Apr,7538,7127,411,5.5,"Mariposa County, CA"
64,2018,May,7786,7441,345,4.4,"Mariposa County, CA"
65,2018,Jun,8089,7708,381,4.7,"Mariposa County, CA"
66,2018,Jul,8031,7666,365,4.5,"Mariposa County, CA"
67,2018,Aug,7882,7446,436,5.5,"Mariposa County, CA"
68,2018,Sep,7962,7655,307,3.9,"Mariposa County, CA"
69,2018,Oct,7791,7454,337,4.3,"Mariposa County, CA"
70,2018,Nov,7417,7058,359,4.8,"Mariposa County, CA"
71,2018,Dec,7208,6794,414,5.7,"Mariposa County, CA"
72,2019,Jan,7137,6617,520,7.3,"Mariposa County, CA"
73,2019,Feb,7343,6844,499,6.8,"Mariposa County, CA"
74,2019,Mar,7379,6911,468,6.3,"Mariposa County, CA"
75,2019,Apr,7366,7012,354,4.8,"Mariposa County, CA"
76,2019,May,7674,7388,286,3.7,"Mariposa County, CA"
77,2019,Jun,7779,7465,314,4.0,"Mariposa County, CA"
78,2019,Jul,8138,7821,317,3.9,"Mariposa County, CA"
79,2019,Aug,8065,7772,293,3.6,"Mariposa County, CA"
80,2019,Sep,8052,7798,254,3.2,"Mariposa County, CA"
81,2019,Oct,7861,7584,277,3.5,"Mariposa County, CA"
82,2019,Nov,7583,7276,307,4.0,"Mariposa County, CA"
83,2019,Dec,7274,6947,327,4.5,"Mariposa County, CA"
84,2020,Jan,7490,7044,446,6.0,"Mariposa County, CA"
85,2020,Feb,7570,7126,444,5.9,"Mariposa County, CA"
86,2020,Mar,7608,6974,634,8.3,"Mariposa County, CA"
87,2020,Apr,7214,5722,1492,20.7,"Mariposa County, CA"
88,2020,May,7083,5707,1376,19.4,"Mariposa County, CA"
89,2020,Jun,7522,6471,1051,14.0,"Mariposa County, CA"
90,2020,Jul,7475,6630,845,11.3,"Mariposa County, CA"
91,2020,Aug,7361,6668,693,9.4,"Mariposa County, CA"
92,2020,Sep,7196,6523,673,9.4,"Mariposa County, CA"
93,2020,Oct,7011,6406,605,8.6,"Mariposa County, CA"
94,2020,Nov,6622,5977,645,9.7,"Mariposa County, CA"
95,2020,Dec,6444,5714,730,11.3,"Mariposa County, CA"
96,2021,Jan,6188,5322,866,14.0,"Mariposa County, CA"
97,2021,Feb,6367,5623,744,11.7,"Mariposa County, CA"
98,2021,Mar,6528,5841,687,10.5,"Mariposa County, CA"
99,2021,Apr,6853,6244,609,8.9,"Mariposa County, CA"
100,2021,May,7156,6616,540,7.5,"Mariposa County, CA"
101,2021,Jun,7624,7045,579,7.6,"Mariposa County, CA"
102,2021,Jul,7707,7169,538,7.0,"Mariposa County, CA"
103,2021,Aug,7659,7154,505,6.6,"Mariposa County, CA"
104,2021,Sep,7517,7091,426,5.7,"Mariposa County, CA"
105,2021,Oct,7251,6842,409,5.6,"Mariposa County, CA"
106,2021,Nov,6980,6573,407,5.8,"Mariposa County, CA"
107,2021,Dec,6795,6404,391,5.8,"Mariposa County, CA"
108,2022,Jan,6653,6171,482,7.2,"Mariposa County, CA"
109,2022,Feb,6693,6267,426,6.4,"Mariposa County, CA"
110,2022,Mar,6743,6362,381,5.7,"Mariposa County, CA"
111,2022,Apr,7021,6714,307,4.4,"Mariposa County, CA"
112,2022,May,7449,7185,264,3.5,"Mariposa County, CA"
113,2022,Jun,7789,7491,298,3.8,"Mariposa County, CA"
114,2022,Jul,7751,7462,289,3.7,"Mariposa County, CA"
115,2022,Aug,7845,7549,296,3.8,"Mariposa County, CA"
116,2022,Sep,7724,7458,266,3.4,"Mariposa County, CA"
117,2022,Oct,7530,7250,280,3.7,"Mariposa County, CA"
118,2022,Nov,7221,6911,310,4.3,"Mariposa County, CA"
119,2022,Dec,7077,6760,317,4.5,"Mariposa County, CA"
120,2023,Jan,6953,6543,410,5.9,"Mariposa County, CA"
121,2023,Feb,7224,6711,513,7.1,"Mariposa County, CA"
122,2023,Mar,7335,6834,501,6.8,"Mariposa County, CA"
123,2023,Apr,7141,6775,366,5.1,"Mariposa County, CA"
124,2023,May,7601,7257,344,4.5,"Mariposa County, CA"
125,2023,Jun,7729,7380,349,4.5,"Mariposa County, CA"
126,2023,Jul,7699,7346,353,4.6,"Mariposa County, CA"
127,2023,Aug,7711,7335,376,4.9,"Mariposa County, CA"
128,2023,Sep,7976,7637,339,4.3,"Mariposa County, CA"
129,2023,Oct,7998,7646,352,4.4,"Mariposa County, CA"
0,2013,Jan,231204,208314,22890,9.9,"Volusia County, FL"
1,2013,Feb,231605,210622,20983,9.1,"Volusia County, FL"
2,2013,Mar,233199,213186,20013,8.6,"Volusia County, FL"
3,2013,Apr,233521,214098,19423,8.3,"Volusia County, FL"
4,2013,May,236729,216607,20122,8.5,"Volusia County, FL"
5,2013,Jun,237431,216203,21228,8.9,"Volusia County, FL"
6,2013,Jul,238223,217380,20843,8.7,"Volusia County, FL"
7,2013,Aug,237450,217011,20439,8.6,"Volusia County, FL"
8,2013,Sep,238284,218588,19696,8.3,"Volusia County, FL"
9,2013,Oct,237030,217551,19479,8.2,"Volusia County, FL"
10,2013,Nov,234584,216009,18575,7.9,"Volusia County, FL"
11,2013,Dec,232523,214912,17611,7.6,"Volusia County, FL"
12,2014,Jan,234057,215528,18529,7.9,"Volusia County, FL"
13,2014,Feb,237161,219323,17838,7.5,"Volusia County, FL"
14,2014,Mar,238560,221128,17432,7.3,"Volusia County, FL"
15,2014,Apr,236142,220407,15735,6.7,"Volusia County, FL"
16,2014,May,238886,222253,16633,7.0,"Volusia County, FL"
17,2014,Jun,238300,221228,17072,7.2,"Volusia County, FL"
18,2014,Jul,239701,221974,17727,7.4,"Volusia County, FL"
19,2014,Aug,238697,221500,17197,7.2,"Volusia County, FL"
20,2014,Sep,239179,223083,16096,6.7,"Volusia County, FL"
21,2014,Oct,238689,222933,15756,6.6,"Volusia County, FL"
22,2014,Nov,236077,220406,15671,6.6,"Volusia County, FL"
23,2014,Dec,234600,219825,14775,6.3,"Volusia County, FL"
24,2015,Jan,235759,219821,15938,6.8,"Volusia County, FL"
25,2015,Feb,236811,222189,14622,6.2,"Volusia County, FL"
26,2015,Mar,237721,223758,13963,5.9,"Volusia County, FL"
27,2015,Apr,238433,224747,13686,5.7,"Volusia County, FL"
28,2015,May,241505,226906,14599,6.0,"Volusia County, FL"
29,2015,Jun,241112,226246,14866,6.2,"Volusia County, FL"
30,2015,Jul,241604,226611,14993,6.2,"Volusia County, FL"
31,2015,Aug,240923,226557,14366,6.0,"Volusia County, FL"
32,2015,Sep,241564,228024,13540,5.6,"Volusia County, FL"
33,2015,Oct,241369,227992,13377,5.5,"Volusia County, FL"
34,2015,Nov,239400,226184,13216,5.5,"Volusia County, FL"
35,2015,Dec,239049,226350,12699,5.3,"Volusia County, FL"
36,2016,Jan,240183,226835,13348,5.6,"Volusia County, FL"
37,2016,Feb,243750,231359,12391,5.1,"Volusia County, FL"
38,2016,Mar,244312,232081,12231,5.0,"Volusia County, FL"
39,2016,Apr,244332,232531,11801,4.8,"Volusia County, FL"
40,2016,May,247092,235300,11792,4.8,"Volusia County, FL"
41,2016,Jun,247669,234634,13035,5.3,"Volusia County, FL"
42,2016,Jul,249479,236189,13290,5.3,"Volusia County, FL"
43,2016,Aug,248673,235570,13103,5.3,"Volusia County, FL"
44,2016,Sep,250452,237434,13018,5.2,"Volusia County, FL"
45,2016,Oct,247785,235139,12646,5.1,"Volusia County, FL"
46,2016,Nov,246226,233888,12338,5.0,"Volusia County, FL"
47,2016,Dec,245469,233448,12021,4.9,"Volusia County, FL"
48,2017,Jan,244072,231066,13006,5.3,"Volusia County, FL"
49,2017,Feb,245808,234011,11797,4.8,"Volusia County, FL"
50,2017,Mar,248090,237011,11079,4.5,"Volusia County, FL"
51,2017,Apr,248030,237501,10529,4.2,"Volusia County, FL"
52,2017,May,249140,238301,10839,4.4,"Volusia County, FL"
53,2017,Jun,249796,238211,11585,4.6,"Volusia County, FL"
54,2017,Jul,249939,238185,11754,4.7,"Volusia County, FL"
55,2017,Aug,248592,236841,11751,4.7,"Volusia County, FL"
56,2017,Sep,249428,238653,10775,4.3,"Volusia County, FL"
57,2017,Oct,247652,237101,10551,4.3,"Volusia County, FL"
58,2017,Nov,246710,236120,10590,4.3,"Volusia County, FL"
59,2017,Dec,246090,236069,10021,4.1,"Volusia County, FL"
60,2018,Jan,246819,235869,10950,4.4,"Volusia County, FL"
61,2018,Feb,250009,239878,10131,4.1,"Volusia County, FL"
62,2018,Mar,250512,240759,9753,3.9,"Volusia County, FL"
63,2018,Apr,250219,241150,9069,3.6,"Volusia County, FL"
64,2018,May,251364,242251,9113,3.6,"Volusia County, FL"
65,2018,Jun,252816,242307,10509,4.2,"Volusia County, FL"
66,2018,Jul,253749,243519,10230,4.0,"Volusia County, FL"
67,2018,Aug,251741,241821,9920,3.9,"Volusia County, FL"
68,2018,Sep,253301,244074,9227,3.6,"Volusia County, FL"
69,2018,Oct,252911,243505,9406,3.7,"Volusia County, FL"
70,2018,Nov,250846,241872,8974,3.6,"Volusia County, FL"
71,2018,Dec,249266,240360,8906,3.6,"Volusia County, FL"
72,2019,Jan,248076,237732,10344,4.2,"Volusia County, FL"
73,2019,Feb,250733,241651,9082,3.6,"Volusia County, FL"
74,2019,Mar,250484,241620,8864,3.5,"Volusia County, FL"
75,2019,Apr,250309,242287,8022,3.2,"Volusia County, FL"
76,2019,May,252281,243757,8524,3.4,"Volusia County, FL"
77,2019,Jun,253526,243836,9690,3.8,"Volusia County, FL"
78,2019,Jul,254391,244594,9797,3.9,"Volusia County, FL"
79,2019,Aug,254214,244696,9518,3.7,"Volusia County, FL"
80,2019,Sep,255455,246787,8668,3.4,"Volusia County, FL"
81,2019,Oct,254956,246281,8675,3.4,"Volusia County, FL"
82,2019,Nov,253048,244651,8397,3.3,"Volusia County, FL"
83,2019,Dec,252315,244504,7811,3.1,"Volusia County, FL"
84,2020,Jan,254231,245156,9075,3.6,"Volusia County, FL"
85,2020,Feb,255332,247434,7898,3.1,"Volusia County, FL"
86,2020,Mar,252138,240294,11844,4.7,"Volusia County, FL"
87,2020,Apr,231792,199701,32091,13.8,"Volusia County, FL"
88,2020,May,246825,212251,34574,14.0,"Volusia County, FL"
89,2020,Jun,246501,219110,27391,11.1,"Volusia County, FL"
90,2020,Jul,253150,223371,29779,11.8,"Volusia County, FL"
91,2020,Aug,251064,230188,20876,8.3,"Volusia County, FL"
92,2020,Sep,251215,231842,19373,7.7,"Volusia County, FL"
93,2020,Oct,250871,234354,16517,6.6,"Volusia County, FL"
94,2020,Nov,248019,232673,15346,6.2,"Volusia County, FL"
95,2020,Dec,246864,232237,14627,5.9,"Volusia County, FL"
96,2021,Jan,248810,234139,14671,5.9,"Volusia County, FL"
97,2021,Feb,251004,237645,13359,5.3,"Volusia County, FL"
98,2021,Mar,252443,239663,12780,5.1,"Volusia County, FL"
99,2021,Apr,253579,241347,12232,4.8,"Volusia County, FL"
100,2021,May,254613,242666,11947,4.7,"Volusia County, FL"
101,2021,Jun,256887,243328,13559,5.3,"Volusia County, FL"
102,2021,Jul,257965,245167,12798,5.0,"Volusia County, FL"
103,2021,Aug,258700,246465,12235,4.7,"Volusia County, FL"
104,2021,Sep,260885,249804,11081,4.2,"Volusia County, FL"
105,2021,Oct,261534,250931,10603,4.1,"Volusia County, FL"
106,2021,Nov,260461,250408,10053,3.9,"Volusia County, FL"
107,2021,Dec,259658,250820,8838,3.4,"Volusia County, FL"
108,2022,Jan,260872,250148,10724,4.1,"Volusia County, FL"
109,2022,Feb,262770,253419,9351,3.6,"Volusia County, FL"
110,2022,Mar,263909,255547,8362,3.2,"Volusia County, FL"
111,2022,Apr,262856,255276,7580,2.9,"Volusia County, FL"
112,2022,May,264735,256961,7774,2.9,"Volusia County, FL"
113,2022,Jun,266627,257629,8998,3.4,"Volusia County, FL"
114,2022,Jul,266360,257855,8505,3.2,"Volusia County, FL"
115,2022,Aug,268408,259774,8634,3.2,"Volusia County, FL"
116,2022,Sep,269897,262075,7822,2.9,"Volusia County, FL"
117,2022,Oct,269876,261761,8115,3.0,"Volusia County, FL"
118,2022,Nov,267724,259935,7789,2.9,"Volusia County, FL"
119,2022,Dec,268696,261800,6896,2.6,"Volusia County, FL"
120,2023,Jan,269344,261527,7817,2.9,"Volusia County, FL"
121,2023,Feb,271714,264043,7671,2.8,"Volusia County, FL"
122,2023,Mar,274628,266797,7831,2.9,"Volusia County, FL"
123,2023,Apr,274136,267287,6849,2.5,"Volusia County, FL"
124,2023,May,274679,266629,8050,2.9,"Volusia County, FL"
125,2023,Jun,278168,269165,9003,3.2,"Volusia County, FL"
126,2023,Jul,279885,270548,9337,3.3,"Volusia County, FL"
127,2023,Aug,281365,271749,9616,3.4,"Volusia County, FL"
128,2023,Sep,280379,270934,9445,3.4,"Volusia County, FL"
129,2023,Oct,279362,269751,9611,3.4,"Volusia County, FL"
0,2013,Jan,66973,61374,5599,8.4,"Martin County, FL"
1,2013,Feb,66837,61755,5082,7.6,"Martin County, FL"
2,2013,Mar,66737,61894,4843,7.3,"Martin County, FL"
3,2013,Apr,66726,62011,4715,7.1,"Martin County, FL"
4,2013,May,67604,62655,4949,7.3,"Martin County, FL"
5,2013,Jun,67592,62151,5441,8.0,"Martin County, FL"
6,2013,Jul,67482,62024,5458,8.1,"Martin County, FL"
7,2013,Aug,67767,62389,5378,7.9,"Martin County, FL"
8,2013,Sep,68051,62900,5151,7.6,"Martin County, FL"
9,2013,Oct,67422,62437,4985,7.4,"Martin County, FL"
10,2013,Nov,67368,62646,4722,7.0,"Martin County, FL"
11,2013,Dec,67240,62838,4402,6.5,"Martin County, FL"
12,2014,Jan,67420,62854,4566,6.8,"Martin County, FL"
13,2014,Feb,67922,63517,4405,6.5,"Martin County, FL"
14,2014,Mar,68373,64026,4347,6.4,"Martin County, FL"
15,2014,Apr,67812,63932,3880,5.7,"Martin County, FL"
16,2014,May,68627,64414,4213,6.1,"Martin County, FL"
17,2014,Jun,68552,64160,4392,6.4,"Martin County, FL"
18,2014,Jul,68483,63817,4666,6.8,"Martin County, FL"
19,2014,Aug,68759,64126,4633,6.7,"Martin County, FL"
20,2014,Sep,69281,64967,4314,6.2,"Martin County, FL"
21,2014,Oct,69573,65456,4117,5.9,"Martin County, FL"
22,2014,Nov,69187,65141,4046,5.8,"Martin County, FL"
23,2014,Dec,68881,65143,3738,5.4,"Martin County, FL"
24,2015,Jan,69247,65173,4074,5.9,"Martin County, FL"
25,2015,Feb,68944,65162,3782,5.5,"Martin County, FL"
26,2015,Mar,69216,65623,3593,5.2,"Martin County, FL"
27,2015,Apr,69322,65850,3472,5.0,"Martin County, FL"
28,2015,May,70100,66314,3786,5.4,"Martin County, FL"
29,2015,Jun,69811,65829,3982,5.7,"Martin County, FL"
30,2015,Jul,69535,65377,4158,6.0,"Martin County, FL"
31,2015,Aug,69970,65993,3977,5.7,"Martin County, FL"
32,2015,Sep,70160,66416,3744,5.3,"Martin County, FL"
33,2015,Oct,70355,66675,3680,5.2,"Martin County, FL"
34,2015,Nov,70299,66654,3645,5.2,"Martin County, FL"
35,2015,Dec,70262,66777,3485,5.0,"Martin County, FL"
36,2016,Jan,70323,66693,3630,5.2,"Martin County, FL"
37,2016,Feb,70650,67255,3395,4.8,"Martin County, FL"
38,2016,Mar,70983,67598,3385,4.8,"Martin County, FL"
39,2016,Apr,70776,67537,3239,4.6,"Martin County, FL"
40,2016,May,71259,68032,3227,4.5,"Martin County, FL"
41,2016,Jun,71025,67404,3621,5.1,"Martin County, FL"
42,2016,Jul,70963,67202,3761,5.3,"Martin County, FL"
43,2016,Aug,71091,67357,3734,5.3,"Martin County, FL"
44,2016,Sep,71779,68114,3665,5.1,"Martin County, FL"
45,2016,Oct,71792,68260,3532,4.9,"Martin County, FL"
46,2016,Nov,71428,68085,3343,4.7,"Martin County, FL"
47,2016,Dec,71426,68209,3217,4.5,"Martin County, FL"
48,2017,Jan,70818,67369,3449,4.9,"Martin County, FL"
49,2017,Feb,71032,67868,3164,4.5,"Martin County, FL"
50,2017,Mar,71563,68593,2970,4.2,"Martin County, FL"
51,2017,Apr,71467,68599,2868,4.0,"Martin County, FL"
52,2017,May,71822,68877,2945,4.1,"Martin County, FL"
53,2017,Jun,71727,68576,3151,4.4,"Martin County, FL"
54,2017,Jul,71536,68256,3280,4.6,"Martin County, FL"
55,2017,Aug,71531,68252,3279,4.6,"Martin County, FL"
56,2017,Sep,71196,68181,3015,4.2,"Martin County, FL"
57,2017,Oct,71714,68878,2836,4.0,"Martin County, FL"
58,2017,Nov,71829,68970,2859,4.0,"Martin County, FL"
59,2017,Dec,71777,69086,2691,3.7,"Martin County, FL"
60,2018,Jan,71350,68437,2913,4.1,"Martin County, FL"
61,2018,Feb,71905,69205,2700,3.8,"Martin County, FL"
62,2018,Mar,72269,69689,2580,3.6,"Martin County, FL"
63,2018,Apr,72275,69843,2432,3.4,"Martin County, FL"
64,2018,May,72723,70261,2462,3.4,"Martin County, FL"
65,2018,Jun,72537,69625,2912,4.0,"Martin County, FL"
66,2018,Jul,72269,69425,2844,3.9,"Martin County, FL"
67,2018,Aug,72018,69197,2821,3.9,"Martin County, FL"
68,2018,Sep,72589,70060,2529,3.5,"Martin County, FL"
69,2018,Oct,73133,70617,2516,3.4,"Martin County, FL"
70,2018,Nov,72886,70453,2433,3.3,"Martin County, FL"
71,2018,Dec,72739,70327,2412,3.3,"Martin County, FL"
72,2019,Jan,72035,69289,2746,3.8,"Martin County, FL"
73,2019,Feb,72171,69745,2426,3.4,"Martin County, FL"
74,2019,Mar,72385,70034,2351,3.2,"Martin County, FL"
75,2019,Apr,72353,70253,2100,2.9,"Martin County, FL"
76,2019,May,72917,70708,2209,3.0,"Martin County, FL"
77,2019,Jun,72894,70307,2587,3.5,"Martin County, FL"
78,2019,Jul,72839,70179,2660,3.7,"Martin County, FL"
79,2019,Aug,73026,70420,2606,3.6,"Martin County, FL"
80,2019,Sep,73335,71012,2323,3.2,"Martin County, FL"
81,2019,Oct,73700,71492,2208,3.0,"Martin County, FL"
82,2019,Nov,73591,71438,2153,2.9,"Martin County, FL"
83,2019,Dec,73745,71743,2002,2.7,"Martin County, FL"
84,2020,Jan,73131,70809,2322,3.2,"Martin County, FL"
85,2020,Feb,73322,71325,1997,2.7,"Martin County, FL"
86,2020,Mar,72193,69333,2860,4.0,"Martin County, FL"
87,2020,Apr,65730,58322,7408,11.3,"Martin County, FL"
88,2020,May,70710,62917,7793,11.0,"Martin County, FL"
89,2020,Jun,71185,64683,6502,9.1,"Martin County, FL"
90,2020,Jul,72067,65215,6852,9.5,"Martin County, FL"
91,2020,Aug,70933,66338,4595,6.5,"Martin County, FL"
92,2020,Sep,71881,67582,4299,6.0,"Martin County, FL"
93,2020,Oct,72564,69001,3563,4.9,"Martin County, FL"
94,2020,Nov,71922,68576,3346,4.7,"Martin County, FL"
95,2020,Dec,71979,68778,3201,4.4,"Martin County, FL"
96,2021,Jan,72232,68978,3254,4.5,"Martin County, FL"
97,2021,Feb,72544,69598,2946,4.1,"Martin County, FL"
98,2021,Mar,73120,70259,2861,3.9,"Martin County, FL"
99,2021,Apr,73034,70444,2590,3.5,"Martin County, FL"
100,2021,May,73552,71067,2485,3.4,"Martin County, FL"
101,2021,Jun,73838,70843,2995,4.1,"Martin County, FL"
102,2021,Jul,73883,70962,2921,4.0,"Martin County, FL"
103,2021,Aug,73907,71015,2892,3.9,"Martin County, FL"
104,2021,Sep,74203,71670,2533,3.4,"Martin County, FL"
105,2021,Oct,74467,72057,2410,3.2,"Martin County, FL"
106,2021,Nov,74517,72205,2312,3.1,"Martin County, FL"
107,2021,Dec,74775,72743,2032,2.7,"Martin County, FL"
108,2022,Jan,75018,72452,2566,3.4,"Martin County, FL"
109,2022,Feb,75077,72865,2212,2.9,"Martin County, FL"
110,2022,Mar,75582,73564,2018,2.7,"Martin County, FL"
111,2022,Apr,75567,73753,1814,2.4,"Martin County, FL"
112,2022,May,76345,74438,1907,2.5,"Martin County, FL"
113,2022,Jun,76140,73829,2311,3.0,"Martin County, FL"
114,2022,Jul,76081,73908,2173,2.9,"Martin County, FL"
115,2022,Aug,76515,74303,2212,2.9,"Martin County, FL"
116,2022,Sep,76887,74885,2002,2.6,"Martin County, FL"
117,2022,Oct,76918,74999,1919,2.5,"Martin County, FL"
118,2022,Nov,76254,74394,1860,2.4,"Martin County, FL"
119,2022,Dec,76825,75193,1632,2.1,"Martin County, FL"
120,2023,Jan,76419,74491,1928,2.5,"Martin County, FL"
121,2023,Feb,77112,75184,1928,2.5,"Martin County, FL"
122,2023,Mar,77887,75981,1906,2.4,"Martin County, FL"
123,2023,Apr,78030,76338,1692,2.2,"Martin County, FL"
124,2023,May,78497,76489,2008,2.6,"Martin County, FL"
125,2023,Jun,78807,76496,2311,2.9,"Martin County, FL"
126,2023,Jul,79063,76647,2416,3.1,"Martin County, FL"
127,2023,Aug,79633,77086,2547,3.2,"Martin County, FL"
128,2023,Sep,79605,77076,2529,3.2,"Martin County, FL"
129,2023,Oct,79491,77070,2421,3.0,"Martin County, FL"
0,2013,Jan,412950,387809,25141,6.1,"San Mateo County, CA"
1,2013,Feb,414611,390871,23740,5.7,"San Mateo County, CA"
2,2013,Mar,414250,391352,22898,5.5,"San Mateo County, CA"
3,2013,Apr,412775,391823,20952,5.1,"San Mateo County, CA"
4,2013,May,414630,393450,21180,5.1,"San Mateo County, CA"
5,2013,Jun,415447,391750,23697,5.7,"San Mateo County, CA"
6,2013,Jul,420080,396299,23781,5.7,"San Mateo County, CA"
7,2013,Aug,418122,395652,22470,5.4,"San Mateo County, CA"
8,2013,Sep,419185,397640,21545,5.1,"San Mateo County, CA"
9,2013,Oct,416096,394561,21535,5.2,"San Mateo County, CA"
10,2013,Nov,419276,398835,20441,4.9,"San Mateo County, CA"
11,2013,Dec,419360,400465,18895,4.5,"San Mateo County, CA"
12,2014,Jan,418090,398130,19960,4.8,"San Mateo County, CA"
13,2014,Feb,422143,401769,20374,4.8,"San Mateo County, CA"
14,2014,Mar,423512,403254,20258,4.8,"San Mateo County, CA"
15,2014,Apr,419349,402490,16859,4.0,"San Mateo County, CA"
16,2014,May,422111,404915,17196,4.1,"San Mateo County, CA"
17,2014,Jun,422859,404450,18409,4.4,"San Mateo County, CA"
18,2014,Jul,429638,409775,19863,4.6,"San Mateo County, CA"
19,2014,Aug,428452,409509,18943,4.4,"San Mateo County, CA"
20,2014,Sep,429832,412459,17373,4.0,"San Mateo County, CA"
21,2014,Oct,431873,414790,17083,4.0,"San Mateo County, CA"
22,2014,Nov,431518,414751,16767,3.9,"San Mateo County, CA"
23,2014,Dec,430985,416015,14970,3.5,"San Mateo County, CA"
24,2015,Jan,428646,411828,16818,3.9,"San Mateo County, CA"
25,2015,Feb,430536,414636,15900,3.7,"San Mateo County, CA"
26,2015,Mar,431707,415964,15743,3.6,"San Mateo County, CA"
27,2015,Apr,429503,415006,14497,3.4,"San Mateo County, CA"
28,2015,May,432349,417857,14492,3.4,"San Mateo County, CA"
29,2015,Jun,432012,416489,15523,3.6,"San Mateo County, CA"
30,2015,Jul,437757,421668,16089,3.7,"San Mateo County, CA"
31,2015,Aug,437420,422472,14948,3.4,"San Mateo County, CA"
32,2015,Sep,436966,423101,13865,3.2,"San Mateo County, CA"
33,2015,Oct,437585,423358,14227,3.3,"San Mateo County, CA"
34,2015,Nov,437814,423957,13857,3.2,"San Mateo County, CA"
35,2015,Dec,438511,425386,13125,3.0,"San Mateo County, CA"
36,2016,Jan,437079,423243,13836,3.2,"San Mateo County, CA"
37,2016,Feb,440622,426776,13846,3.1,"San Mateo County, CA"
38,2016,Mar,442333,428223,14110,3.2,"San Mateo County, CA"
39,2016,Apr,437743,424743,13000,3.0,"San Mateo County, CA"
40,2016,May,438236,426354,11882,2.7,"San Mateo County, CA"
41,2016,Jun,439864,425666,14198,3.2,"San Mateo County, CA"
